"strain","rep","life_span","activity_type","time_d","activity"
"LKC34",20,26.5,"stim","9.5",72
"LKC34",20,26.5,"stim","11.5",2
"LKC34",20,26.5,"stim","13",69
"LKC34",20,26.5,"stim","15",162
"LKC34",20,26.5,"stim","17",5
"LKC34",20,26.5,"stim","19",0
"LKC34",20,26.5,"stim","22",20
"LKC34",20,26.5,"stim","26.5",NA
"LKC34",20,26.5,"stim","30",NA
"LKC34",20,26.5,"stim","33.5",NA
"LKC34",20,26.5,"base","1.5",220
"LKC34",20,26.5,"base","3",327
"LKC34",20,26.5,"base","4.5",255
"LKC34",20,26.5,"base","6",403
"LKC34",20,26.5,"base","8",215
"LKC34",20,26.5,"base","9.5",250
"LKC34",20,26.5,"base","11.5",5
"LKC34",20,26.5,"base","13",88
"LKC34",20,26.5,"base","15",97
"LKC34",20,26.5,"base","17",0
"LKC34",20,26.5,"base","19",0
"LKC34",20,26.5,"base","22",0
"LKC34",20,26.5,"base","26.5",NA
"LKC34",20,26.5,"base","30",NA
"LKC34",20,26.5,"base","33.5",NA
"MY16",1,15,"stim","1.5",0
"MY16",1,15,"stim","3",22
"MY16",1,15,"stim","4.5",203
"MY16",1,15,"stim","6",35
"MY16",1,15,"stim","8",258
"MY16",1,15,"stim","9.5",0
"MY16",1,15,"stim","11.5",38
"MY16",1,15,"stim","13",0
"MY16",1,15,"stim","15",NA
"MY16",1,15,"stim","17",NA
"MY16",1,15,"stim","19",NA
"MY16",1,15,"stim","22",NA
"MY16",1,15,"stim","26.5",NA
"MY16",1,15,"stim","30",NA
"MY16",1,15,"stim","33.5",NA
"MY16",1,15,"base","1.5",0
"MY16",1,15,"base","3",1573
"MY16",1,15,"base","4.5",1015
"MY16",1,15,"base","6",21
"MY16",1,15,"base","8",213
"MY16",1,15,"base","9.5",26
"MY16",1,15,"base","11.5",16
"MY16",1,15,"base","13",70
"MY16",1,15,"base","15",NA
"MY16",1,15,"base","17",NA
"MY16",1,15,"base","19",NA
"MY16",1,15,"base","22",NA
"MY16",1,15,"base","26.5",NA
"MY16",1,15,"base","30",NA
"MY16",1,15,"base","33.5",NA
"MY16",2,26.5,"stim","1.5",83
"MY16",2,26.5,"stim","3",4
"MY16",2,26.5,"stim","4.5",299
"MY16",2,26.5,"stim","6",88
"MY16",2,26.5,"stim","8",136
"MY16",2,26.5,"stim","9.5",81
"MY16",2,26.5,"stim","11.5",44
"MY16",2,26.5,"stim","13",49
"MY16",2,26.5,"stim","15",106
"MY16",2,26.5,"stim","17",0
"MY16",2,26.5,"stim","19",0
"MY16",2,26.5,"stim","22",4
"MY16",2,26.5,"stim","26.5",NA
"MY16",2,26.5,"stim","30",NA
"MY16",2,26.5,"stim","33.5",NA
"MY16",2,26.5,"base","1.5",90
"MY16",2,26.5,"base","3",2003
"MY16",2,26.5,"base","4.5",0
"MY16",2,26.5,"base","6",246
"MY16",2,26.5,"base","8",205
"MY16",2,26.5,"base","9.5",5
"MY16",2,26.5,"base","11.5",1
"MY16",2,26.5,"base","13",59
"MY16",2,26.5,"base","15",124
"MY16",2,26.5,"base","17",0
"MY16",2,26.5,"base","19",0
"MY16",2,26.5,"base","22",10
"MY16",2,26.5,"base","26.5",NA
"MY16",2,26.5,"base","30",NA
"MY16",2,26.5,"base","33.5",NA
"MY16",3,15,"stim","1.5",0
"MY16",3,15,"stim","3",204
"MY16",3,15,"stim","4.5",215
"MY16",3,15,"stim","6",339
"MY16",3,15,"stim","8",11
"MY16",3,15,"stim","9.5",214
"MY16",3,15,"stim","11.5",167
"MY16",3,15,"stim","13",135
"MY16",3,15,"stim","15",NA
"MY16",3,15,"stim","17",NA
"MY16",3,15,"stim","19",NA
"MY16",3,15,"stim","22",NA
"MY16",3,15,"stim","26.5",NA
"MY16",3,15,"stim","30",NA
"MY16",3,15,"stim","33.5",NA
"MY16",3,15,"base","1.5",52
"MY16",3,15,"base","3",553
"MY16",3,15,"base","4.5",211
"MY16",3,15,"base","6",38
"MY16",3,15,"base","8",3
"MY16",3,15,"base","9.5",34
"MY16",3,15,"base","11.5",0
"MY16",3,15,"base","13",103
"MY16",3,15,"base","15",NA
"MY16",3,15,"base","17",NA
"MY16",3,15,"base","19",NA
"MY16",3,15,"base","22",NA
"MY16",3,15,"base","26.5",NA
"MY16",3,15,"base","30",NA
"MY16",3,15,"base","33.5",NA
"MY16",4,NA,"stim","1.5",0
"MY16",4,NA,"stim","3",0
"MY16",4,NA,"stim","4.5",0
"MY16",4,NA,"stim","6",0
"MY16",4,NA,"stim","8",0
"MY16",4,NA,"stim","9.5",0
"MY16",4,NA,"stim","11.5",0
"MY16",4,NA,"stim","13",0
"MY16",4,NA,"stim","15",0
"MY16",4,NA,"stim","17",0
"MY16",4,NA,"stim","19",0
"MY16",4,NA,"stim","22",0
"MY16",4,NA,"stim","26.5",0
"MY16",4,NA,"stim","30",0
"MY16",4,NA,"stim","33.5",0
"MY16",4,NA,"base","1.5",0
"MY16",4,NA,"base","3",0
"MY16",4,NA,"base","4.5",0
"MY16",4,NA,"base","6",0
"MY16",4,NA,"base","8",0
"MY16",4,NA,"base","9.5",0
"MY16",4,NA,"base","11.5",0
"MY16",4,NA,"base","13",0
"MY16",4,NA,"base","15",0
"MY16",4,NA,"base","17",0
"MY16",4,NA,"base","19",0
"MY16",4,NA,"base","22",0
"MY16",4,NA,"base","26.5",0
"MY16",4,NA,"base","30",0
"MY16",4,NA,"base","33.5",0
"MY16",5,19,"stim","1.5",208
"MY16",5,19,"stim","3",69
"MY16",5,19,"stim","4.5",10
"MY16",5,19,"stim","6",300
"MY16",5,19,"stim","8",75
"MY16",5,19,"stim","9.5",290
"MY16",5,19,"stim","11.5",300
"MY16",5,19,"stim","13",64
"MY16",5,19,"stim","15",0
"MY16",5,19,"stim","17",7
"MY16",5,19,"stim","19",NA
"MY16",5,19,"stim","22",NA
"MY16",5,19,"stim","26.5",NA
"MY16",5,19,"stim","30",NA
"MY16",5,19,"stim","33.5",NA
"MY16",5,19,"base","1.5",207
"MY16",5,19,"base","3",144
"MY16",5,19,"base","4.5",266
"MY16",5,19,"base","6",306
"MY16",5,19,"base","8",43
"MY16",5,19,"base","9.5",351
"MY16",5,19,"base","11.5",344
"MY16",5,19,"base","13",18
"MY16",5,19,"base","15",39
"MY16",5,19,"base","17",0
"MY16",5,19,"base","19",NA
"MY16",5,19,"base","22",NA
"MY16",5,19,"base","26.5",NA
"MY16",5,19,"base","30",NA
"MY16",5,19,"base","33.5",NA
"MY16",6,19,"stim","1.5",0
"MY16",6,19,"stim","3",1
"MY16",6,19,"stim","4.5",51
"MY16",6,19,"stim","6",143
"MY16",6,19,"stim","8",15
"MY16",6,19,"stim","9.5",214
"MY16",6,19,"stim","11.5",194
"MY16",6,19,"stim","13",231
"MY16",6,19,"stim","15",67
"MY16",6,19,"stim","17",1
"MY16",6,19,"stim","19",NA
"MY16",6,19,"stim","22",NA
"MY16",6,19,"stim","26.5",NA
"MY16",6,19,"stim","30",NA
"MY16",6,19,"stim","33.5",NA
"MY16",6,19,"base","1.5",0
"MY16",6,19,"base","3",6
"MY16",6,19,"base","4.5",233
"MY16",6,19,"base","6",191
"MY16",6,19,"base","8",264
"MY16",6,19,"base","9.5",286
"MY16",6,19,"base","11.5",271
"MY16",6,19,"base","13",296
"MY16",6,19,"base","15",182
"MY16",6,19,"base","17",5
"MY16",6,19,"base","19",NA
"MY16",6,19,"base","22",NA
"MY16",6,19,"base","26.5",NA
"MY16",6,19,"base","30",NA
"MY16",6,19,"base","33.5",NA
"MY16",7,26.5,"stim","1.5",2
"MY16",7,26.5,"stim","3",74
"MY16",7,26.5,"stim","4.5",0
"MY16",7,26.5,"stim","6",8
"MY16",7,26.5,"stim","8",79
"MY16",7,26.5,"stim","9.5",149
"MY16",7,26.5,"stim","11.5",328
"MY16",7,26.5,"stim","13",0
"MY16",7,26.5,"stim","15",89
"MY16",7,26.5,"stim","17",64
"MY16",7,26.5,"stim","19",72
"MY16",7,26.5,"stim","22",19
"MY16",7,26.5,"stim","26.5",NA
"MY16",7,26.5,"stim","30",NA
"MY16",7,26.5,"stim","33.5",NA
"MY16",7,26.5,"base","1.5",0
"MY16",7,26.5,"base","3",25
"MY16",7,26.5,"base","4.5",169
"MY16",7,26.5,"base","6",303
"MY16",7,26.5,"base","8",66
"MY16",7,26.5,"base","9.5",181
"MY16",7,26.5,"base","11.5",333
"MY16",7,26.5,"base","13",30
"MY16",7,26.5,"base","15",76
"MY16",7,26.5,"base","17",60
"MY16",7,26.5,"base","19",45
"MY16",7,26.5,"base","22",11
"MY16",7,26.5,"base","26.5",NA
"MY16",7,26.5,"base","30",NA
"MY16",7,26.5,"base","33.5",NA
"MY16",8,26.5,"stim","1.5",124
"MY16",8,26.5,"stim","3",47
"MY16",8,26.5,"stim","4.5",0
"MY16",8,26.5,"stim","6",0
"MY16",8,26.5,"stim","8",13
"MY16",8,26.5,"stim","9.5",144
"MY16",8,26.5,"stim","11.5",4
"MY16",8,26.5,"stim","13",27
"MY16",8,26.5,"stim","15",281
"MY16",8,26.5,"stim","17",25
"MY16",8,26.5,"stim","19",217
"MY16",8,26.5,"stim","22",58
"MY16",8,26.5,"stim","26.5",NA
"MY16",8,26.5,"stim","30",NA
"MY16",8,26.5,"stim","33.5",NA
"MY16",8,26.5,"base","1.5",141
"MY16",8,26.5,"base","3",68
"MY16",8,26.5,"base","4.5",114
"MY16",8,26.5,"base","6",35
"MY16",8,26.5,"base","8",238
"MY16",8,26.5,"base","9.5",145
"MY16",8,26.5,"base","11.5",104
"MY16",8,26.5,"base","13",22
"MY16",8,26.5,"base","15",287
"MY16",8,26.5,"base","17",115
"MY16",8,26.5,"base","19",265
"MY16",8,26.5,"base","22",26
"MY16",8,26.5,"base","26.5",NA
"MY16",8,26.5,"base","30",NA
"MY16",8,26.5,"base","33.5",NA
"MY16",9,26.5,"stim","1.5",0
"MY16",9,26.5,"stim","3",29
"MY16",9,26.5,"stim","4.5",115
"MY16",9,26.5,"stim","6",20
"MY16",9,26.5,"stim","8",207
"MY16",9,26.5,"stim","9.5",159
"MY16",9,26.5,"stim","11.5",130
"MY16",9,26.5,"stim","13",119
"MY16",9,26.5,"stim","15",101
"MY16",9,26.5,"stim","17",83
"MY16",9,26.5,"stim","19",11
"MY16",9,26.5,"stim","22",18
"MY16",9,26.5,"stim","26.5",NA
"MY16",9,26.5,"stim","30",NA
"MY16",9,26.5,"stim","33.5",NA
"MY16",9,26.5,"base","1.5",0
"MY16",9,26.5,"base","3",130
"MY16",9,26.5,"base","4.5",95
"MY16",9,26.5,"base","6",77
"MY16",9,26.5,"base","8",197
"MY16",9,26.5,"base","9.5",143
"MY16",9,26.5,"base","11.5",145
"MY16",9,26.5,"base","13",112
"MY16",9,26.5,"base","15",0
"MY16",9,26.5,"base","17",84
"MY16",9,26.5,"base","19",50
"MY16",9,26.5,"base","22",0
"MY16",9,26.5,"base","26.5",NA
"MY16",9,26.5,"base","30",NA
"MY16",9,26.5,"base","33.5",NA
"MY16",10,19,"stim","1.5",138
"MY16",10,19,"stim","3",1
"MY16",10,19,"stim","4.5",95
"MY16",10,19,"stim","6",63
"MY16",10,19,"stim","8",217
"MY16",10,19,"stim","9.5",108
"MY16",10,19,"stim","11.5",65
"MY16",10,19,"stim","13",80
"MY16",10,19,"stim","15",0
"MY16",10,19,"stim","17",63
"MY16",10,19,"stim","19",NA
"MY16",10,19,"stim","22",NA
"MY16",10,19,"stim","26.5",NA
"MY16",10,19,"stim","30",NA
"MY16",10,19,"stim","33.5",NA
"MY16",10,19,"base","1.5",102
"MY16",10,19,"base","3",5
"MY16",10,19,"base","4.5",68
"MY16",10,19,"base","6",145
"MY16",10,19,"base","8",153
"MY16",10,19,"base","9.5",232
"MY16",10,19,"base","11.5",100
"MY16",10,19,"base","13",94
"MY16",10,19,"base","15",6
"MY16",10,19,"base","17",47
"MY16",10,19,"base","19",NA
"MY16",10,19,"base","22",NA
"MY16",10,19,"base","26.5",NA
"MY16",10,19,"base","30",NA
"MY16",10,19,"base","33.5",NA
"MY16",11,19,"stim","1.5",0
"MY16",11,19,"stim","3",28
"MY16",11,19,"stim","4.5",0
"MY16",11,19,"stim","6",0
"MY16",11,19,"stim","8",4
"MY16",11,19,"stim","9.5",62
"MY16",11,19,"stim","11.5",26
"MY16",11,19,"stim","13",72
"MY16",11,19,"stim","15",0
"MY16",11,19,"stim","17",34
"MY16",11,19,"stim","19",NA
"MY16",11,19,"stim","22",NA
"MY16",11,19,"stim","26.5",NA
"MY16",11,19,"stim","30",NA
"MY16",11,19,"stim","33.5",NA
"MY16",11,19,"base","1.5",0
"MY16",11,19,"base","3",25
"MY16",11,19,"base","4.5",10
"MY16",11,19,"base","6",0
"MY16",11,19,"base","8",0
"MY16",11,19,"base","9.5",167
"MY16",11,19,"base","11.5",27
"MY16",11,19,"base","13",68
"MY16",11,19,"base","15",0
"MY16",11,19,"base","17",0
"MY16",11,19,"base","19",NA
"MY16",11,19,"base","22",NA
"MY16",11,19,"base","26.5",NA
"MY16",11,19,"base","30",NA
"MY16",11,19,"base","33.5",NA
"MY16",12,26.5,"stim","1.5",200
"MY16",12,26.5,"stim","3",48
"MY16",12,26.5,"stim","4.5",15
"MY16",12,26.5,"stim","6",29
"MY16",12,26.5,"stim","8",177
"MY16",12,26.5,"stim","9.5",326
"MY16",12,26.5,"stim","11.5",219
"MY16",12,26.5,"stim","13",112
"MY16",12,26.5,"stim","15",243
"MY16",12,26.5,"stim","17",70
"MY16",12,26.5,"stim","19",0
"MY16",12,26.5,"stim","22",17
"MY16",12,26.5,"stim","26.5",NA
"MY16",12,26.5,"stim","30",NA
"MY16",12,26.5,"stim","33.5",NA
"MY16",12,26.5,"base","1.5",159
"MY16",12,26.5,"base","3",28
"MY16",12,26.5,"base","4.5",198
"MY16",12,26.5,"base","6",83
"MY16",12,26.5,"base","8",271
"MY16",12,26.5,"base","9.5",340
"MY16",12,26.5,"base","11.5",103
"MY16",12,26.5,"base","13",245
"MY16",12,26.5,"base","15",193
"MY16",12,26.5,"base","17",125
"MY16",12,26.5,"base","19",0
"MY16",12,26.5,"base","22",0
"MY16",12,26.5,"base","26.5",NA
"MY16",12,26.5,"base","30",NA
"MY16",12,26.5,"base","33.5",NA
"MY16",13,NA,"stim","1.5",0
"MY16",13,NA,"stim","3",0
"MY16",13,NA,"stim","4.5",0
"MY16",13,NA,"stim","6",0
"MY16",13,NA,"stim","8",0
"MY16",13,NA,"stim","9.5",0
"MY16",13,NA,"stim","11.5",0
"MY16",13,NA,"stim","13",0
"MY16",13,NA,"stim","15",0
"MY16",13,NA,"stim","17",0
"MY16",13,NA,"stim","19",0
"MY16",13,NA,"stim","22",0
"MY16",13,NA,"stim","26.5",0
"MY16",13,NA,"stim","30",0
"MY16",13,NA,"stim","33.5",0
"MY16",13,NA,"base","1.5",0
"MY16",13,NA,"base","3",0
"MY16",13,NA,"base","4.5",0
"MY16",13,NA,"base","6",0
"MY16",13,NA,"base","8",0
"MY16",13,NA,"base","9.5",0
"MY16",13,NA,"base","11.5",0
"MY16",13,NA,"base","13",0
"MY16",13,NA,"base","15",0
"MY16",13,NA,"base","17",0
"MY16",13,NA,"base","19",0
"MY16",13,NA,"base","22",0
"MY16",13,NA,"base","26.5",0
"MY16",13,NA,"base","30",0
"MY16",13,NA,"base","33.5",0
"MY16",14,19,"stim","1.5",68
"MY16",14,19,"stim","3",0
"MY16",14,19,"stim","4.5",100
"MY16",14,19,"stim","6",5
"MY16",14,19,"stim","8",147
"MY16",14,19,"stim","9.5",269
"MY16",14,19,"stim","11.5",132
"MY16",14,19,"stim","13",18
"MY16",14,19,"stim","15",0
"MY16",14,19,"stim","17",130
"MY16",14,19,"stim","19",NA
"MY16",14,19,"stim","22",NA
"MY16",14,19,"stim","26.5",NA
"MY16",14,19,"stim","30",NA
"MY16",14,19,"stim","33.5",NA
"MY16",14,19,"base","1.5",0
"MY16",14,19,"base","3",182
"MY16",14,19,"base","4.5",170
"MY16",14,19,"base","6",18
"MY16",14,19,"base","8",98
"MY16",14,19,"base","9.5",176
"MY16",14,19,"base","11.5",76
"MY16",14,19,"base","13",15
"MY16",14,19,"base","15",0
"MY16",14,19,"base","17",7
"MY16",14,19,"base","19",NA
"MY16",14,19,"base","22",NA
"MY16",14,19,"base","26.5",NA
"MY16",14,19,"base","30",NA
"MY16",14,19,"base","33.5",NA
"MY16",15,19,"stim","1.5",128
"MY16",15,19,"stim","3",262
"MY16",15,19,"stim","4.5",215
"MY16",15,19,"stim","6",355
"MY16",15,19,"stim","8",155
"MY16",15,19,"stim","9.5",228
"MY16",15,19,"stim","11.5",44
"MY16",15,19,"stim","13",54
"MY16",15,19,"stim","15",162
"MY16",15,19,"stim","17",172
"MY16",15,19,"stim","19",NA
"MY16",15,19,"stim","22",NA
"MY16",15,19,"stim","26.5",NA
"MY16",15,19,"stim","30",NA
"MY16",15,19,"stim","33.5",NA
"MY16",15,19,"base","1.5",260
"MY16",15,19,"base","3",124
"MY16",15,19,"base","4.5",193
"MY16",15,19,"base","6",326
"MY16",15,19,"base","8",202
"MY16",15,19,"base","9.5",213
"MY16",15,19,"base","11.5",83
"MY16",15,19,"base","13",89
"MY16",15,19,"base","15",183
"MY16",15,19,"base","17",114
"MY16",15,19,"base","19",NA
"MY16",15,19,"base","22",NA
"MY16",15,19,"base","26.5",NA
"MY16",15,19,"base","30",NA
"MY16",15,19,"base","33.5",NA
"MY16",16,22,"stim","1.5",145
"MY16",16,22,"stim","3",16
"MY16",16,22,"stim","4.5",35
"MY16",16,22,"stim","6",96
"MY16",16,22,"stim","8",157
"MY16",16,22,"stim","9.5",260
"MY16",16,22,"stim","11.5",26
"MY16",16,22,"stim","13",106
"MY16",16,22,"stim","15",39
"MY16",16,22,"stim","17",82
"MY16",16,22,"stim","19",91
"MY16",16,22,"stim","22",NA
"MY16",16,22,"stim","26.5",NA
"MY16",16,22,"stim","30",NA
"MY16",16,22,"stim","33.5",NA
"MY16",16,22,"base","1.5",146
"MY16",16,22,"base","3",57
"MY16",16,22,"base","4.5",115
"MY16",16,22,"base","6",182
"MY16",16,22,"base","8",281
"MY16",16,22,"base","9.5",173
"MY16",16,22,"base","11.5",3
"MY16",16,22,"base","13",264
"MY16",16,22,"base","15",99
"MY16",16,22,"base","17",221
"MY16",16,22,"base","19",41
"MY16",16,22,"base","22",NA
"MY16",16,22,"base","26.5",NA
"MY16",16,22,"base","30",NA
"MY16",16,22,"base","33.5",NA
"MY16",17,NA,"stim","1.5",0
"MY16",17,NA,"stim","3",0
"MY16",17,NA,"stim","4.5",0
"MY16",17,NA,"stim","6",0
"MY16",17,NA,"stim","8",0
"MY16",17,NA,"stim","9.5",0
"MY16",17,NA,"stim","11.5",0
"MY16",17,NA,"stim","13",0
"MY16",17,NA,"stim","15",0
"MY16",17,NA,"stim","17",0
"MY16",17,NA,"stim","19",0
"MY16",17,NA,"stim","22",0
"MY16",17,NA,"stim","26.5",0
"MY16",17,NA,"stim","30",0
"MY16",17,NA,"stim","33.5",0
"MY16",17,NA,"base","1.5",0
"MY16",17,NA,"base","3",0
"MY16",17,NA,"base","4.5",0
"MY16",17,NA,"base","6",0
"MY16",17,NA,"base","8",0
"MY16",17,NA,"base","9.5",0
"MY16",17,NA,"base","11.5",0
"MY16",17,NA,"base","13",0
"MY16",17,NA,"base","15",0
"MY16",17,NA,"base","17",0
"MY16",17,NA,"base","19",0
"MY16",17,NA,"base","22",0
"MY16",17,NA,"base","26.5",0
"MY16",17,NA,"base","30",0
"MY16",17,NA,"base","33.5",0
"MY16",18,NA,"stim","1.5",0
"MY16",18,NA,"stim","3",0
"MY16",18,NA,"stim","4.5",0
"MY16",18,NA,"stim","6",0
"MY16",18,NA,"stim","8",0
"MY16",18,NA,"stim","9.5",0
"MY16",18,NA,"stim","11.5",0
"MY16",18,NA,"stim","13",0
"MY16",18,NA,"stim","15",0
"MY16",18,NA,"stim","17",0
"MY16",18,NA,"stim","19",0
"MY16",18,NA,"stim","22",0
"MY16",18,NA,"stim","26.5",0
"MY16",18,NA,"stim","30",0
"MY16",18,NA,"stim","33.5",0
"MY16",18,NA,"base","1.5",0
"MY16",18,NA,"base","3",0
"MY16",18,NA,"base","4.5",0
"MY16",18,NA,"base","6",0
"MY16",18,NA,"base","8",0
"MY16",18,NA,"base","9.5",0
"MY16",18,NA,"base","11.5",0
"MY16",18,NA,"base","13",0
"MY16",18,NA,"base","15",0
"MY16",18,NA,"base","17",0
"MY16",18,NA,"base","19",0
"MY16",18,NA,"base","22",0
"MY16",18,NA,"base","26.5",0
"MY16",18,NA,"base","30",0
"MY16",18,NA,"base","33.5",0
"MY16",19,15,"stim","1.5",105
"MY16",19,15,"stim","3",115
"MY16",19,15,"stim","4.5",0
"MY16",19,15,"stim","6",125
"MY16",19,15,"stim","8",233
"MY16",19,15,"stim","9.5",83
"MY16",19,15,"stim","11.5",0
"MY16",19,15,"stim","13",15
"MY16",19,15,"stim","15",NA
"MY16",19,15,"stim","17",NA
"MY16",19,15,"stim","19",NA
"MY16",19,15,"stim","22",NA
"MY16",19,15,"stim","26.5",NA
"MY16",19,15,"stim","30",NA
"MY16",19,15,"stim","33.5",NA
"MY16",19,15,"base","1.5",14
"MY16",19,15,"base","3",112
"MY16",19,15,"base","4.5",7
"MY16",19,15,"base","6",7
"MY16",19,15,"base","8",248
"MY16",19,15,"base","9.5",71
"MY16",19,15,"base","11.5",56
"MY16",19,15,"base","13",43
"MY16",19,15,"base","15",NA
"MY16",19,15,"base","17",NA
"MY16",19,15,"base","19",NA
"MY16",19,15,"base","22",NA
"MY16",19,15,"base","26.5",NA
"MY16",19,15,"base","30",NA
"MY16",19,15,"base","33.5",NA
"MY16",20,13,"stim","1.5",204
"MY16",20,13,"stim","3",86
"MY16",20,13,"stim","4.5",44
"MY16",20,13,"stim","6",45
"MY16",20,13,"stim","8",292
"MY16",20,13,"stim","9.5",211
"MY16",20,13,"stim","11.5",208
"MY16",20,13,"stim","13",NA
"MY16",20,13,"stim","15",NA
"MY16",20,13,"stim","17",NA
"MY16",20,13,"stim","19",NA
"MY16",20,13,"stim","22",NA
"MY16",20,13,"stim","26.5",NA
"MY16",20,13,"stim","30",NA
"MY16",20,13,"stim","33.5",NA
"MY16",20,13,"base","1.5",18
"MY16",20,13,"base","3",173
"MY16",20,13,"base","4.5",37
"MY16",20,13,"base","6",223
"MY16",20,13,"base","8",329
"MY16",20,13,"base","9.5",219
"MY16",20,13,"base","11.5",57
"MY16",20,13,"base","13",NA
"MY16",20,13,"base","15",NA
"MY16",20,13,"base","17",NA
"MY16",20,13,"base","19",NA
"MY16",20,13,"base","22",NA
"MY16",20,13,"base","26.5",NA
"MY16",20,13,"base","30",NA
"MY16",20,13,"base","33.5",NA
"MY23",1,NA,"stim","1.5",0
"MY23",1,NA,"stim","3",0
"MY23",1,NA,"stim","4.5",0
"MY23",1,NA,"stim","6",0
"MY23",1,NA,"stim","8",0
"MY23",1,NA,"stim","9.5",0
"MY23",1,NA,"stim","11.5",0
"MY23",1,NA,"stim","13",0
"MY23",1,NA,"stim","15",0
"MY23",1,NA,"stim","17",0
"MY23",1,NA,"stim","19",0
"MY23",1,NA,"stim","22",0
"MY23",1,NA,"stim","26.5",0
"MY23",1,NA,"stim","30",0
"MY23",1,NA,"stim","33.5",0
"MY23",1,NA,"base","1.5",0
"MY23",1,NA,"base","3",0
"MY23",1,NA,"base","4.5",0
"MY23",1,NA,"base","6",0
"MY23",1,NA,"base","8",0
"MY23",1,NA,"base","9.5",0
"MY23",1,NA,"base","11.5",0
"MY23",1,NA,"base","13",0
"MY23",1,NA,"base","15",0
"MY23",1,NA,"base","17",0
"MY23",1,NA,"base","19",0
"MY23",1,NA,"base","22",0
"MY23",1,NA,"base","26.5",0
"MY23",1,NA,"base","30",0
"MY23",1,NA,"base","33.5",0
"MY23",2,22,"stim","1.5",128
"MY23",2,22,"stim","3",14
"MY23",2,22,"stim","4.5",141
"MY23",2,22,"stim","6",136
"MY23",2,22,"stim","8",148
"MY23",2,22,"stim","9.5",158
"MY23",2,22,"stim","11.5",138
"MY23",2,22,"stim","13",172
"MY23",2,22,"stim","15",54
"MY23",2,22,"stim","17",0
"MY23",2,22,"stim","19",0
"MY23",2,22,"stim","22",NA
"MY23",2,22,"stim","26.5",NA
"MY23",2,22,"stim","30",NA
"MY23",2,22,"stim","33.5",NA
"MY23",2,22,"base","1.5",39
"MY23",2,22,"base","3",39
"MY23",2,22,"base","4.5",141
"MY23",2,22,"base","6",3
"MY23",2,22,"base","8",244
"MY23",2,22,"base","9.5",221
"MY23",2,22,"base","11.5",212
"MY23",2,22,"base","13",88
"MY23",2,22,"base","15",105
"MY23",2,22,"base","17",0
"MY23",2,22,"base","19",114
"MY23",2,22,"base","22",NA
"MY23",2,22,"base","26.5",NA
"MY23",2,22,"base","30",NA
"MY23",2,22,"base","33.5",NA
"MY23",3,15,"stim","1.5",65
"MY23",3,15,"stim","3",113
"MY23",3,15,"stim","4.5",0
"MY23",3,15,"stim","6",166
"MY23",3,15,"stim","8",145
"MY23",3,15,"stim","9.5",48
"MY23",3,15,"stim","11.5",93
"MY23",3,15,"stim","13",26
"MY23",3,15,"stim","15",NA
"MY23",3,15,"stim","17",NA
"MY23",3,15,"stim","19",NA
"MY23",3,15,"stim","22",NA
"MY23",3,15,"stim","26.5",NA
"MY23",3,15,"stim","30",NA
"MY23",3,15,"stim","33.5",NA
"MY23",3,15,"base","1.5",128
"MY23",3,15,"base","3",183
"MY23",3,15,"base","4.5",48
"MY23",3,15,"base","6",193
"MY23",3,15,"base","8",79
"MY23",3,15,"base","9.5",36
"MY23",3,15,"base","11.5",66
"MY23",3,15,"base","13",12
"MY23",3,15,"base","15",NA
"MY23",3,15,"base","17",NA
"MY23",3,15,"base","19",NA
"MY23",3,15,"base","22",NA
"MY23",3,15,"base","26.5",NA
"MY23",3,15,"base","30",NA
"MY23",3,15,"base","33.5",NA
"MY23",4,26.5,"stim","1.5",7
"MY23",4,26.5,"stim","3",252
"MY23",4,26.5,"stim","4.5",139
"MY23",4,26.5,"stim","6",268
"MY23",4,26.5,"stim","8",278
"MY23",4,26.5,"stim","9.5",132
"MY23",4,26.5,"stim","11.5",95
"MY23",4,26.5,"stim","13",133
"MY23",4,26.5,"stim","15",277
"MY23",4,26.5,"stim","17",118
"MY23",4,26.5,"stim","19",18
"MY23",4,26.5,"stim","22",31
"MY23",4,26.5,"stim","26.5",NA
"MY23",4,26.5,"stim","30",NA
"MY23",4,26.5,"stim","33.5",NA
"MY23",4,26.5,"base","1.5",1
"MY23",4,26.5,"base","3",175
"MY23",4,26.5,"base","4.5",65
"MY23",4,26.5,"base","6",41
"MY23",4,26.5,"base","8",278
"MY23",4,26.5,"base","9.5",214
"MY23",4,26.5,"base","11.5",100
"MY23",4,26.5,"base","13",36
"MY23",4,26.5,"base","15",105
"MY23",4,26.5,"base","17",57
"MY23",4,26.5,"base","19",15
"MY23",4,26.5,"base","22",9
"MY23",4,26.5,"base","26.5",NA
"MY23",4,26.5,"base","30",NA
"MY23",4,26.5,"base","33.5",NA
"MY23",5,15,"stim","1.5",166
"MY23",5,15,"stim","3",174
"MY23",5,15,"stim","4.5",232
"MY23",5,15,"stim","6",118
"MY23",5,15,"stim","8",118
"MY23",5,15,"stim","9.5",206
"MY23",5,15,"stim","11.5",49
"MY23",5,15,"stim","13",178
"MY23",5,15,"stim","15",NA
"MY23",5,15,"stim","17",NA
"MY23",5,15,"stim","19",NA
"MY23",5,15,"stim","22",NA
"MY23",5,15,"stim","26.5",NA
"MY23",5,15,"stim","30",NA
"MY23",5,15,"stim","33.5",NA
"MY23",5,15,"base","1.5",135
"MY23",5,15,"base","3",209
