Plate Number,Genotype,Well Number,Lifespan Estimate (Days),Healthspan Estimate (Days),Activity Type,Time Point (Days),Activity
2,MY16,2,17,10.5,-1,20.5,0
2,MY16,2,17,10.5,-1,24,0
2,MY16,2,17,10.5,-1,24.5,0
2,MY16,2,17,10.5,-1,25,0
2,MY16,2,17,10.5,-1,25.5,0
2,MY16,2,17,10.5,-1,26,0
2,MY16,2,17,10.5,-1,26.5,0
2,MY16,2,17,10.5,-1,27,0
2,MY16,2,17,10.5,-1,27.5,0
2,MY16,2,17,10.5,-1,28,0
2,MY16,2,17,10.5,-1,28.5,0
2,MY16,2,17,10.5,-1,29,0
2,MY16,2,17,10.5,-2,1.5,67
2,MY16,2,17,10.5,-2,2,184
2,MY16,2,17,10.5,-2,2.5,428
2,MY16,2,17,10.5,-2,3,338
2,MY16,2,17,10.5,-2,3.5,195
2,MY16,2,17,10.5,-2,4,262
2,MY16,2,17,10.5,-2,4.5,227
2,MY16,2,17,10.5,-2,5,169
2,MY16,2,17,10.5,-2,5.5,349
2,MY16,2,17,10.5,-2,6,118
2,MY16,2,17,10.5,-2,6.5,301
2,MY16,2,17,10.5,-2,7,241
2,MY16,2,17,10.5,-2,7.5,267
2,MY16,2,17,10.5,-2,8,183
2,MY16,2,17,10.5,-2,8.5,277
2,MY16,2,17,10.5,-2,9,216
2,MY16,2,17,10.5,-2,9.5,179
2,MY16,2,17,10.5,-2,10,319
2,MY16,2,17,10.5,-2,10.5,98
2,MY16,2,17,10.5,-2,11,103
2,MY16,2,17,10.5,-2,11.5,41
2,MY16,2,17,10.5,-2,12,33
2,MY16,2,17,10.5,-2,12.5,39
2,MY16,2,17,10.5,-2,13,126
2,MY16,2,17,10.5,-2,13.5,4
2,MY16,2,17,10.5,-2,14,21
2,MY16,2,17,10.5,-2,14.5,16
2,MY16,2,17,10.5,-2,15,0
2,MY16,2,17,10.5,-2,15.5,0
2,MY16,2,17,10.5,-2,16,0
2,MY16,2,17,10.5,-2,16.5,1
2,MY16,2,17,10.5,-2,17,3
2,MY16,2,17,10.5,-2,17.5,4
2,MY16,2,17,10.5,-2,18,0
2,MY16,2,17,10.5,-2,18.5,0
2,MY16,2,17,10.5,-2,19,0
2,MY16,2,17,10.5,-2,19.5,0
2,MY16,2,17,10.5,-2,20,0
2,MY16,2,17,10.5,-2,20.5,0
2,MY16,2,17,10.5,-2,24,0
2,MY16,2,17,10.5,-2,24.5,0
2,MY16,2,17,10.5,-2,25,0
2,MY16,2,17,10.5,-2,25.5,0
2,MY16,2,17,10.5,-2,26,0
2,MY16,2,17,10.5,-2,26.5,0
2,MY16,2,17,10.5,-2,27,0
2,MY16,2,17,10.5,-2,27.5,0
2,MY16,2,17,10.5,-2,28,0
2,MY16,2,17,10.5,-2,28.5,0
2,MY16,2,17,10.5,-2,29,0
2,MY23,1,11,7.5,-1,1.5,7
2,MY23,1,11,7.5,-1,2,26
2,MY23,1,11,7.5,-1,2.5,140
2,MY23,1,11,7.5,-1,3,224
2,MY23,1,11,7.5,-1,3.5,524
2,MY23,1,11,7.5,-1,4,641
2,MY23,1,11,7.5,-1,4.5,723
2,MY23,1,11,7.5,-1,5,373
2,MY23,1,11,7.5,-1,5.5,201
2,MY23,1,11,7.5,-1,6,585
2,MY23,1,11,7.5,-1,6.5,177
2,MY23,1,11,7.5,-1,7,179
2,MY23,1,11,7.5,-1,7.5,368
2,MY23,1,11,7.5,-1,8,75
2,MY23,1,11,7.5,-1,8.5,425
2,MY23,1,11,7.5,-1,9,90
2,MY23,1,11,7.5,-1,9.5,39
2,MY23,1,11,7.5,-1,10,34
2,MY23,1,11,7.5,-1,10.5,9
2,MY23,1,11,7.5,-1,11,16
2,MY23,1,11,7.5,-1,11.5,1
2,MY23,1,11,7.5,-1,12,26
2,MY23,1,11,7.5,-1,12.5,2
2,MY23,1,11,7.5,-1,13,3
2,MY23,1,11,7.5,-1,13.5,1
2,MY23,1,11,7.5,-1,14,1
2,MY23,1,11,7.5,-1,14.5,1
2,MY23,1,11,7.5,-1,15,0
2,MY23,1,11,7.5,-1,15.5,1
2,MY23,1,11,7.5,-1,16,1
2,MY23,1,11,7.5,-1,16.5,0
2,MY23,1,11,7.5,-1,17,2
2,MY23,1,11,7.5,-1,17.5,3
2,MY23,1,11,7.5,-1,18,0
2,MY23,1,11,7.5,-1,18.5,4
2,MY23,1,11,7.5,-1,19,1
2,MY23,1,11,7.5,-1,19.5,0
2,MY23,1,11,7.5,-1,20,4
2,MY23,1,11,7.5,-1,20.5,0
2,MY23,1,11,7.5,-1,24,1
2,MY23,1,11,7.5,-1,24.5,1
2,MY23,1,11,7.5,-1,25,0
2,MY23,1,11,7.5,-1,25.5,0
2,MY23,1,11,7.5,-1,26,0
2,MY23,1,11,7.5,-1,26.5,0
2,MY23,1,11,7.5,-1,27,0
2,MY23,1,11,7.5,-1,27.5,0
2,MY23,1,11,7.5,-1,28,0
2,MY23,1,11,7.5,-1,28.5,0
2,MY23,1,11,7.5,-1,29,0
2,MY23,1,11,7.5,-2,1.5,3
2,MY23,1,11,7.5,-2,2,3
2,MY23,1,11,7.5,-2,2.5,7
2,MY23,1,11,7.5,-2,3,198
2,MY23,1,11,7.5,-2,3.5,323
2,MY23,1,11,7.5,-2,4,355
2,MY23,1,11,7.5,-2,4.5,196
2,MY23,1,11,7.5,-2,5,63
2,MY23,1,11,7.5,-2,5.5,165
2,MY23,1,11,7.5,-2,6,120
2,MY23,1,11,7.5,-2,6.5,76
2,MY23,1,11,7.5,-2,7,28
2,MY23,1,11,7.5,-2,7.5,89
2,MY23,1,11,7.5,-2,8,35
2,MY23,1,11,7.5,-2,8.5,124
2,MY23,1,11,7.5,-2,9,30
2,MY23,1,11,7.5,-2,9.5,1
2,MY23,1,11,7.5,-2,10,3
2,MY23,1,11,7.5,-2,10.5,2
2,MY23,1,11,7.5,-2,11,18
2,MY23,1,11,7.5,-2,11.5,1
2,MY23,1,11,7.5,-2,12,1
2,MY23,1,11,7.5,-2,12.5,1
2,MY23,1,11,7.5,-2,13,0
2,MY23,1,11,7.5,-2,13.5,0
2,MY23,1,11,7.5,-2,14,0
2,MY23,1,11,7.5,-2,14.5,0
2,MY23,1,11,7.5,-2,15,0
2,MY23,1,11,7.5,-2,15.5,0
2,MY23,1,11,7.5,-2,16,0
2,MY23,1,11,7.5,-2,16.5,0
2,MY23,1,11,7.5,-2,17,1
2,MY23,1,11,7.5,-2,17.5,0
2,MY23,1,11,7.5,-2,18,0
2,MY23,1,11,7.5,-2,18.5,0
2,MY23,1,11,7.5,-2,19,1
2,MY23,1,11,7.5,-2,19.5,0
2,MY23,1,11,7.5,-2,20,0
2,MY23,1,11,7.5,-2,20.5,0
2,MY23,1,11,7.5,-2,24,0
2,MY23,1,11,7.5,-2,24.5,0
2,MY23,1,11,7.5,-2,25,0
2,MY23,1,11,7.5,-2,25.5,0
2,MY23,1,11,7.5,-2,26,0
2,MY23,1,11,7.5,-2,26.5,0
2,MY23,1,11,7.5,-2,27,0
2,MY23,1,11,7.5,-2,27.5,0
2,MY23,1,11,7.5,-2,28,0
2,MY23,1,11,7.5,-2,28.5,0
2,MY23,1,11,7.5,-2,29,0
2,MY23,2,16,9.5,-1,1.5,82
2,MY23,2,16,9.5,-1,2,256
2,MY23,2,16,9.5,-1,2.5,250
2,MY23,2,16,9.5,-1,3,255
2,MY23,2,16,9.5,-1,3.5,282
2,MY23,2,16,9.5,-1,4,670
2,MY23,2,16,9.5,-1,4.5,713
2,MY23,2,16,9.5,-1,5,754
2,MY23,2,16,9.5,-1,5.5,474
2,MY23,2,16,9.5,-1,6,636
2,MY23,2,16,9.5,-1,6.5,379
2,MY23,2,16,9.5,-1,7,613
2,MY23,2,16,9.5,-1,7.5,316
2,MY23,2,16,9.5,-1,8,901
2,MY23,2,16,9.5,-1,8.5,498
2,MY23,2,16,9.5,-1,9,553
2,MY23,2,16,9.5,-1,9.5,270
2,MY23,2,16,9.5,-1,10,182
2,MY23,2,16,9.5,-1,10.5,225
2,MY23,2,16,9.5,-1,11,161
2,MY23,2,16,9.5,-1,11.5,145
2,MY23,2,16,9.5,-1,12,91
2,MY23,2,16,9.5,-1,12.5,26
2,MY23,2,16,9.5,-1,13,54
2,MY23,2,16,9.5,-1,13.5,14
2,MY23,2,16,9.5,-1,14,59
2,MY23,2,16,9.5,-1,14.5,16
2,MY23,2,16,9.5,-1,15,1
2,MY23,2,16,9.5,-1,15.5,25
2,MY23,2,16,9.5,-1,16,18
2,MY23,2,16,9.5,-1,16.5,9
2,MY23,2,16,9.5,-1,17,30
2,MY23,2,16,9.5,-1,17.5,11
2,MY23,2,16,9.5,-1,18,11
2,MY23,2,16,9.5,-1,18.5,2
2,MY23,2,16,9.5,-1,19,5
2,MY23,2,16,9.5,-1,19.5,3
2,MY23,2,16,9.5,-1,20,1
2,MY23,2,16,9.5,-1,20.5,4
2,MY23,2,16,9.5,-1,24,7
2,MY23,2,16,9.5,-1,24.5,0
2,MY23,2,16,9.5,-1,25,0
2,MY23,2,16,9.5,-1,25.5,5
2,MY23,2,16,9.5,-1,26,0
2,MY23,2,16,9.5,-1,26.5,0
2,MY23,2,16,9.5,-1,27,0
2,MY23,2,16,9.5,-1,27.5,0
2,MY23,2,16,9.5,-1,28,0
2,MY23,2,16,9.5,-1,28.5,0
2,MY23,2,16,9.5,-1,29,0
2,MY23,2,16,9.5,-2,1.5,53
2,MY23,2,16,9.5,-2,2,28
2,MY23,2,16,9.5,-2,2.5,124
2,MY23,2,16,9.5,-2,3,163
2,MY23,2,16,9.5,-2,3.5,406
2,MY23,2,16,9.5,-2,4,306
2,MY23,2,16,9.5,-2,4.5,478
2,MY23,2,16,9.5,-2,5,432
2,MY23,2,16,9.5,-2,5.5,455
2,MY23,2,16,9.5,-2,6,162
2,MY23,2,16,9.5,-2,6.5,246
2,MY23,2,16,9.5,-2,7,283
2,MY23,2,16,9.5,-2,7.5,94
2,MY23,2,16,9.5,-2,8,387
2,MY23,2,16,9.5,-2,8.5,374
2,MY23,2,16,9.5,-2,9,95
2,MY23,2,16,9.5,-2,9.5,22
2,MY23,2,16,9.5,-2,10,88
2,MY23,2,16,9.5,-2,10.5,3
2,MY23,2,16,9.5,-2,11,84
2,MY23,2,16,9.5,-2,11.5,231
2,MY23,2,16,9.5,-2,12,10
2,MY23,2,16,9.5,-2,12.5,14
2,MY23,2,16,9.5,-2,13,8
2,MY23,2,16,9.5,-2,13.5,15
2,MY23,2,16,9.5,-2,14,6
2,MY23,2,16,9.5,-2,14.5,9
2,MY23,2,16,9.5,-2,15,13
2,MY23,2,16,9.5,-2,15.5,12
2,MY23,2,16,9.5,-2,16,13
2,MY23,2,16,9.5,-2,16.5,0
2,MY23,2,16,9.5,-2,17,1
2,MY23,2,16,9.5,-2,17.5,1
2,MY23,2,16,9.5,-2,18,1
2,MY23,2,16,9.5,-2,18.5,0
2,MY23,2,16,9.5,-2,19,0
2,MY23,2,16,9.5,-2,19.5,0
2,MY23,2,16,9.5,-2,20,0
2,MY23,2,16,9.5,-2,20.5,0
2,MY23,2,16,9.5,-2,24,0
2,MY23,2,16,9.5,-2,24.5,0
2,MY23,2,16,9.5,-2,25,0
2,MY23,2,16,9.5,-2,25.5,0
2,MY23,2,16,9.5,-2,26,0
2,MY23,2,16,9.5,-2,26.5,0
2,MY23,2,16,9.5,-2,27,1
2,MY23,2,16,9.5,-2,27.5,0
2,MY23,2,16,9.5,-2,28,0
2,MY23,2,16,9.5,-2,28.5,0
2,MY23,2,16,9.5,-2,29,0
